Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56,Neuron 57,Neuron 58,Neuron 59,Neuron 60,Neuron 61,Neuron 62,Neuron 63,Neuron 64,Neuron 65,Neuron 66,Neuron 67,Neuron 68
20.499,-0.71899,-2.4679,1,0.40163,0.52247,0.81479,1.4858,0.46787,0.50921,0.72091,0.84906,1.3308,0.37726,0.24965,0.30422,0.24505,0.28246,0.13084,0.23205,0.19763,0.27961,0.18409,0.13231,0.0037514,-0.036039,0.060705,0.22217,0.0756,0.088516,0.29814,0.23741,0.40938,0.69275,0.53725,0.14259,0.046776,0.43827,0.42612,0.70025,0.47136,0.63436,0.20991,0.90836,0.25264,0.28516,0.13625,0.052582,0.099923,0.04916,0.0037025,0.22059,-0.056523,0.011125,0.0616,0.078288,0.0022536,-0.088136,-0.050203,-0.20386,-0.012399,0.049558,0.029701,0.13227,0.13089,0.096668,-0.0070503,0.12811,0.14438,0.0097685,0.15765,0.31958
20.664,-0.74977,-2.4493,1,0.34523,0.47015,0.7623,1.2956,0.37035,0.42015,0.62096,0.70102,1.041,0.34194,0.2805,0.2832,0.2565,0.30243,0.12169,0.24787,0.19322,0.19555,0.16275,0.11525,0.0074891,-0.010017,0.083255,0.20574,0.11382,0.15438,0.32686,0.28976,0.42748,0.75319,0.59062,0.11914,0.01217,0.38923,0.55868,0.68836,0.43225,0.55626,0.21443,1.1345,0.37819,0.54448,0.1463,0.12548,0.087763,0.029953,-0.027392,0.18778,-0.061294,0.03526,0.074244,0.069841,-0.0077361,-0.084993,-0.061341,-0.18995,0.00022106,-0.070594,0.016947,0.12764,0.10712,0.053562,-0.062189,0.13446,0.13833,-0.018097,0.10205,0.23476
20.83,-0.75832,-2.4359,1,0.25973,0.39242,0.67778,1.2896,0.33869,0.31295,0.50389,0.63148,0.85728,0.30412,0.30457,0.28909,0.26467,0.33447,0.148,0.24867,0.1699,0.11149,0.16235,0.12912,0.033353,0.018725,0.12234,0.17987,0.1782,0.20297,0.34883,0.35161,0.42887,0.88236,0.64521,0.095275,-0.014733,0.4307,0.65656,0.53694,0.39313,0.49817,0.21863,1.1211,0.49074,0.7987,0.14137,0.23816,0.088428,0.011224,-0.039571,0.19052,-0.040138,0.080038,0.089789,0.067749,-0.021448,-0.072453,-0.017091,-0.12469,0.071444,-0.13974,0.042061,0.15246,0.068591,0.11382,-0.022207,0.16013,0.13136,-0.04544,0.046457,0.1664
21,-0.76665,-2.4237,2,0.20715,0.31271,0.62275,1.3287,0.29265,0.22325,0.41005,0.55463,0.68647,0.24434,0.33605,0.29158,0.31603,0.38505,0.20141,0.25171,0.1429,0.063625,0.17078,0.15421,0.10704,0.057351,0.24438,0.1847,0.30532,0.28472,0.39357,0.4507,0.50013,1.0582,0.6414,0.072078,-0.032362,0.48923,0.59162,0.4065,0.35433,0.49465,0.19424,1.1104,0.52792,0.90864,0.18826,0.37314,0.09657,0.013542,-0.02236,0.20108,-0.01195,0.13996,0.096116,0.064091,-0.022989,-0.031061,0.049997,-0.041539,0.17356,0.034281,0.070155,0.18037,0.031166,0.18168,0.047054,0.20836,0.13004,-0.051969,0.013277,0.1026
21.165,-0.76433,-2.4219,2,0.15457,0.22134,0.56656,1.3928,0.32388,0.17388,0.31621,0.49525,0.56524,0.1841,0.29541,0.28423,0.36147,0.43695,0.26286,0.2521,0.12023,0.044824,0.1836,0.1612,0.1757,0.10558,0.33653,0.16409,0.4664,0.44779,0.40432,0.54822,0.5939,1.2332,0.5971,0.076403,-0.040508,0.48218,0.52499,0.29283,0.27723,0.51259,0.16984,0.94436,0.44877,0.90286,0.22405,0.50811,0.13148,0.026515,0.0010845,0.21873,0.032331,0.18123,0.10244,0.060433,0.014463,0.01562,0.076746,0.044417,0.32044,0.29434,0.1085,0.2097,0.02871,0.24953,0.11632,0.2424,0.13467,-0.035982,-0.0035996,0.038045
21.331,-0.76722,-2.4197,2,0.099033,0.18635,0.55024,1.4569,0.39073,0.1725,0.32262,0.44901,0.4645,0.12386,0.22623,0.25896,0.364,0.4848,0.31799,0.24954,0.13597,0.064589,0.21762,0.16819,0.22814,0.14589,0.40369,0.13955,0.62718,0.61087,0.41506,0.64574,0.69795,1.2493,0.8066,0.070707,-0.04582,0.46547,0.50188,0.26087,0.20012,0.54075,0.12614,0.79244,0.36735,0.85979,0.2407,0.49785,0.17069,0.045315,0.049732,0.25645,0.076612,0.21793,0.11155,0.069344,0.058406,0.042434,0.087724,0.13037,0.46731,0.57643,0.14684,0.2288,0.056921,0.26296,0.23363,0.30469,0.14009,-0.0056027,0.003863,-0.014415
21.501,-0.76645,-2.422,2,0.076971,0.15563,0.54544,1.5202,0.44785,0.24294,0.33843,0.3209,0.50144,0.093253,0.15086,0.23608,0.35582,0.5204,0.37253,0.24698,0.16303,0.11275,0.25165,0.15825,0.24484,0.13171,0.46591,0.15578,0.77962,0.73075,0.45225,0.68938,0.78048,1.2213,1.0068,0.061598,-0.040077,0.44376,0.41723,0.25925,0.15962,0.60582,0.11917,0.44789,0.26323,0.75935,0.24773,0.46727,0.21354,0.064115,0.10298,0.29645,0.09675,0.21916,0.12355,0.078254,0.090435,0.086246,0.061424,0.20103,0.50788,0.8321,0.16078,0.23358,0.099253,0.30093,0.3179,0.34253,0.14253,0.024297,0.019179,-0.041576
21.666,-0.76589,-2.422,2,0.078306,0.12486,0.5702,1.5352,0.44614,0.33154,0.35423,0.20416,0.54251,0.08667,0.097338,0.19798,0.34764,0.53731,0.38538,0.2436,0.18991,0.17668,0.22713,0.12891,0.26138,0.17063,0.52053,0.16985,0.88217,0.85062,0.48719,0.72352,0.86226,1.0607,1.1762,0.072187,0.0071486,0.42296,0.31157,0.25716,0.18873,0.67089,0.10439,0.29971,0.15974,0.93874,0.29191,0.42357,0.2461,0.091631,0.15082,0.29248,0.089965,0.20066,0.1378,0.077532,0.12246,0.12984,0.067425,0.2273,0.48309,1.0112,0.14499,0.21973,0.12996,0.28732,0.30927,0.37794,0.16328,0.090734,0.026196,-0.064257
21.826,-0.76995,-2.4211,2,0.048527,0.10144,0.56148,1.499,0.43025,0.41751,0.32946,0.10842,0.56425,0.079514,0.036393,0.16328,0.29629,0.52518,0.37847,0.23664,0.21679,0.23298,0.19266,0.1176,0.22964,0.21383,0.4998,0.15068,0.89819,0.94133,0.49206,0.69863,0.87389,0.8219,1.1431,0.12881,0.048566,0.38754,0.36977,0.23409,0.24721,0.71823,0.13449,0.32591,0.24373,1.2548,0.37363,0.36654,0.26865,0.12375,0.16767,0.28634,0.082655,0.18216,0.13379,0.076638,0.14336,0.15419,0.073426,0.23565,0.41138,0.92225,0.11963,0.20417,0.14937,0.26612,0.24755,0.40466,0.18016,0.15709,0.018678,-0.050902
21.998,-0.7855,-2.4238,2,0.018703,0.10135,0.55756,1.4047,0.41017,0.45879,0.327,0.012675,0.49883,0.072358,0.028767,0.1283,0.28673,0.50773,0.37013,0.22685,0.23827,0.25618,0.15515,0.13888,0.18168,0.2449,0.49463,0.12854,0.85249,0.93188,0.46737,0.62624,0.83022,0.55934,1.1101,0.18543,0.096239,0.41771,0.38777,0.25387,0.34399,0.75066,0.18362,0.42391,0.43663,1.6311,0.47827,0.29145,0.27968,0.15587,0.15503,0.26004,0.069986,0.15941,0.13193,0.072306,0.097016,0.17325,0.11977,0.22061,0.28332,0.6803,0.080775,0.1858,0.10656,0.23883,0.18584,0.43137,0.19582,0.20854,0.0043819,-0.017248
22.162,-0.78856,-2.4247,1,0.042054,0.10863,0.52278,1.3008,0.37722,0.48305,0.28578,-0.074738,0.41119,0.063972,0.065468,0.10097,0.32009,0.49011,0.36812,0.22044,0.19367,0.22368,0.093777,0.15989,0.13373,0.2803,0.50525,0.1073,0.78134,0.92242,0.39787,0.53686,0.7673,0.39511,0.81847,0.22359,0.14391,0.37408,0.40244,0.28573,0.46476,0.77561,0.24727,0.86425,0.62954,1.9491,0.61271,0.26141,0.27171,0.16233,0.1313,0.21895,0.064994,0.1408,0.14684,0.033681,0.042616,0.16846,0.17305,0.18858,0.15527,0.41971,0.041925,0.16968,0.05288,0.16637,0.081079,0.41818,0.19671,0.21225,-0.022164,0.028565
22.332,-0.78356,-2.4195,1,0.068681,0.11262,0.47266,1.1313,0.3003,0.42139,0.22142,-0.080284,0.32944,0.075544,0.1151,0.068893,0.30311,0.46294,0.32645,0.20722,0.12801,0.15149,0.039582,0.15219,0.11515,0.24295,0.48873,0.096924,0.71389,0.89535,0.33059,0.4856,0.69038,0.24628,0.52576,0.26175,0.19158,0.33045,0.3559,0.27364,0.575,0.72849,0.26951,1.3046,0.74171,1.9527,0.62815,0.2309,0.23769,0.15803,0.10298,0.16492,0.054354,0.11702,0.1303,0.011561,-0.0049208,0.14668,0.17565,0.1308,0.13639,0.18621,0.02077,0.16788,-0.00079743,0.093921,0.022076,0.37287,0.1799,0.2305,-0.030448,0.066173
22.497,-0.78112,-2.4181,1,0.071912,0.10464,0.44195,0.92403,0.23151,0.34725,0.15705,-0.10147,0.27294,0.096456,0.16844,0.058328,0.28613,0.42978,0.27097,0.19147,0.081426,0.063549,0.028957,0.14172,0.096568,0.14474,0.44691,0.085283,0.62475,0.70683,0.2531,0.39679,0.56557,0.17814,0.25538,0.284,0.17879,0.29527,0.39763,0.26201,0.50202,0.68137,0.262,1.5015,0.78624,1.5672,0.60285,0.1795,0.19283,0.13559,0.067963,0.10762,0.04163,0.077642,0.087855,-0.017765,-0.052457,0.10612,0.11614,0.073023,0.14205,0.091944,0.0074736,0.16884,-0.02416,0.02157,-0.069719,0.29746,0.14403,0.19716,-0.026211,0.076012
22.663,-0.77864,-2.4138,1,0.070523,0.091286,0.38638,0.76798,0.16416,0.27221,0.12536,-0.087002,0.25775,0.14658,0.18473,0.051873,0.28595,0.40317,0.20925,0.17661,0.034842,-0.024394,0.028287,0.11322,0.059427,0.046528,0.38001,0.077264,0.50168,0.49598,0.17924,0.31223,0.44103,0.14242,0.23764,0.25954,0.16552,0.24674,0.34206,0.27522,0.41241,0.64889,0.23226,1.5042,0.67013,1.1641,0.49026,0.12761,0.12357,0.089119,0.029423,0.062014,0.016808,0.027821,0.037809,-0.036437,-0.08733,0.049937,0.056632,0.022874,0.17171,0.04713,0.00091968,0.1698,-0.038898,-0.077092,-0.078542,0.19723,0.11607,0.14356,-0.014851,0.050308
22.833,-0.76782,-2.4093,1,0.053919,0.083873,0.36447,0.65377,0.071083,0.1963,0.071364,-0.067532,0.28553,0.19671,0.17156,0.06608,0.24396,0.40038,0.14929,0.15202,-0.028618,-0.10335,0.021264,0.079623,0.043516,-0.023856,0.28563,0.07221,0.38718,0.30481,0.13184,0.24425,0.37756,0.13049,0.21205,0.19486,0.11233,0.25139,0.32081,0.24558,0.37364,0.61641,0.16188,1.5162,0.50943,0.80301,0.35476,0.093298,0.05443,0.037289,-0.0080635,0.017799,-0.0080133,0.01067,-0.017419,-0.062152,-0.093959,-0.0062452,0.0079825,-0.023656,0.21295,0.030684,0.023391,0.17724,-0.016421,-0.16966,-0.10432,0.096095,0.089322,0.089969,0.00040179,0.047494
22.998,-0.75261,-2.3883,1,0.037314,0.07646,0.33818,0.54924,0.013521,0.13298,0.057187,-0.028825,0.27747,0.23546,0.17175,0.10657,0.18033,0.39776,0.089681,0.12744,-0.046726,-0.12684,0.013744,0.046289,0.079213,-0.040355,0.19125,0.070194,0.29781,0.11742,0.12925,0.21727,0.3231,0.17614,0.18645,0.15866,0.05914,0.32984,0.25937,0.16181,0.31089,0.55099,0.091512,1.2476,0.43174,0.55969,0.23084,0.091094,0.0025894,0.011599,-0.040495,-0.0053874,-0.039694,-0.0060575,-0.052882,-0.068779,-0.099361,-0.015486,-0.029371,-0.057853,0.24545,0.028204,0.045863,0.18243,0.0135,-0.19693,-0.086961,0.021716,0.079539,0.069715,0.023147,0.04468
23.164,-0.74457,-2.3818,1,0.011763,0.076738,0.30654,0.57931,0.0096775,0.10049,0.066404,0.042429,0.24248,0.24067,0.17698,0.13735,0.17547,0.40054,0.070666,0.11509,-0.044757,-0.10345,-0.00095757,0.044478,0.10677,0.018658,0.12896,0.048631,0.23272,-0.0047811,0.13814,0.22383,0.28297,0.28465,0.19458,0.12246,0.027943,0.40828,0.28409,0.13253,0.23773,0.52227,0.06991,1.1897,0.43764,0.6609,0.24317,0.089358,-0.018687,-0.0081767,-0.072926,-0.017919,-0.048639,-0.011923,-0.045296,-0.091911,-0.099878,0.0011838,-0.010167,-0.057922,0.227,0.015997,0.053902,0.18004,0.039642,-0.22328,-0.078524,-0.0087644,0.093702,0.026961,0.031409,0.021431
23.33,-0.73972,-2.3787,1,-0.013788,0.099778,0.25799,0.65864,0.052955,0.093779,0.075621,0.12932,0.18533,0.23446,0.18221,0.16614,0.18656,0.40878,0.08627,0.10527,-0.041802,-0.078385,0.0067274,0.072182,0.14371,0.1155,0.10549,0.030488,0.23588,0.080725,0.15947,0.28233,0.30234,0.39983,0.22333,0.086603,0.04238,0.59282,0.24158,0.11717,0.27818,0.50022,0.054153,1.3716,0.51054,0.8714,0.32512,0.13966,-0.014544,-0.019002,-0.09471,-0.014041,-0.031415,0.027672,-0.016439,-0.08552,-0.1004,0.036842,0.018285,-0.057991,0.19771,-0.059966,0.045727,0.17332,0.033984,-0.22775,-0.0056025,-0.0061038,0.10787,-0.0012657,0.030958,0.021471
23.5,-0.73228,-2.3776,1,-0.0034515,0.12282,0.24246,0.79859,0.11454,0.10409,0.088671,0.21385,0.11359,0.18565,0.17567,0.17877,0.18086,0.4203,0.12853,0.066669,-0.026035,-0.054966,0.024358,0.12021,0.18069,0.21234,0.10743,0.039827,0.2996,0.19047,0.18135,0.37882,0.33511,0.51033,0.26025,0.051931,0.048303,0.76146,0.292,0.087847,0.25928,0.47395,0.033902,1.5988,0.5984,1.1505,0.41998,0.20881,0.026488,-0.015363,-0.10072,0.0049729,-0.0020938,0.078203,0.024132,-0.059517,-0.086115,0.088126,0.076397,-0.026694,0.15028,-0.13487,0.035059,0.16661,0.019266,-0.13551,0.091178,0.048667,0.10049,0.015351,0.021879,0.025819
23.66,-0.72681,-2.3899,1,0.022147,0.14201,0.23747,0.97047,0.2164,0.14076,0.12183,0.29396,0.063537,0.13,0.16912,0.1537,0.17035,0.42108,0.18385,0.043262,0.021828,-0.031189,0.055132,0.17306,0.21768,0.275,0.12887,0.070737,0.40366,0.30402,0.17882,0.48437,0.35973,0.5626,0.29574,0.057485,0.087195,0.87691,0.44183,0.07653,0.25745,0.47884,0.035253,1.63,0.64122,1.3547,0.50393,0.27846,0.085791,0.012831,-0.082534,0.039564,0.038616,0.12014,0.068967,-0.019392,-0.061547,0.1452,0.12365,0.0046045,0.10285,-0.068027,-0.0022885,0.04863,0.0023801,-0.040414,0.29549,0.11515,0.066001,0.031968,0.010295,0.0054673
23.834,-0.721,-2.3933,-1,0.032177,0.13277,0.26614,1.1424,0.28586,0.18129,0.168,0.39315,0.084254,0.086955,0.12239,0.11263,0.18149,0.42186,0.23883,0.027982,0.072707,-0.0074124,0.08794,0.21065,0.20305,0.28496,0.15914,0.10165,0.53354,0.41892,0.18202,0.55686,0.45145,0.55285,0.33122,0.060843,0.12295,0.95546,0.59165,0.12846,0.27503,0.56321,0.036603,1.5529,0.57737,1.4832,0.55719,0.32545,0.14033,0.044588,-0.057474,0.07111,0.07851,0.16149,0.10451,0.033384,-0.030148,0.17689,0.17777,0.021933,0.1105,0.026465,-0.035336,0.055229,-0.007968,0.049396,0.47821,0.20862,0.058623,0.048584,0.001216,0.010643
24.001,-0.72159,-2.3976,-1,0.047878,0.14622,0.31895,1.2055,0.35533,0.23102,0.20727,0.45979,0.16305,0.070783,0.073552,0.087561,0.19264,0.42858,0.29704,0.034434,0.13263,-0.010662,0.098208,0.23845,0.202,0.29215,0.23422,0.14886,0.64016,0.55156,0.19851,0.58662,0.54286,0.48679,0.33405,0.0642,0.13985,0.99247,0.6314,0.1902,0.3039,0.64758,0.039001,1.2921,0.48928,1.4231,0.59321,0.37243,0.19455,0.081197,-0.0031588,0.098159,0.11299,0.192,0.1368,0.085401,0.0075267,0.18268,0.21102,0.04227,0.1359,0.21012,-0.047251,0.014136,-0.014537,0.10984,0.648,0.29744,0.047193,0.083424,-0.0033918,0.044459
24.166,-0.71463,-2.4066,-1,0.063579,0.1517,0.36685,1.1779,0.35956,0.25636,0.22276,0.52643,0.24185,0.057189,0.024169,0.060257,0.18891,0.43346,0.3229,0.040246,0.19158,-0.021906,0.077146,0.21026,0.20615,0.24163,0.30339,0.18752,0.68614,0.63795,0.20659,0.58491,0.59006,0.41603,0.3066,0.067036,0.1378,0.91402,0.64922,0.38073,0.33276,0.72528,0.096833,1.0312,0.53626,1.3452,0.56161,0.38927,0.23167,0.11781,0.0456,0.096886,0.084817,0.14643,0.16023,0.099575,0.045201,0.18207,0.21542,0.050597,0.14332,0.39483,-0.041595,-0.02023,-0.022917,0.14265,0.61614,0.36343,0.035763,0.11826,-0.0055184,0.077103
24.332,-0.72585,-2.4129,-1,0.040566,0.15973,0.40801,1.0156,0.32009,0.24344,0.18072,0.53875,0.27081,0.062482,0.023613,0.11338,0.17308,0.43506,0.28213,0.07489,0.21295,-0.034423,0.046138,0.14406,0.2343,0.15625,0.33,0.19087,0.69034,0.64438,0.19983,0.52424,0.56135,0.38293,0.27075,0.068689,0.14426,0.81742,0.65672,0.56177,0.37517,1.024,0.13678,0.9586,0.60264,1.1453,0.53002,0.38774,0.22262,0.1191,0.080161,0.068777,0.047502,0.097641,0.15739,0.083076,0.12822,0.14756,0.17411,0.019991,0.15872,0.42441,-0.03768,-0.054596,-0.034272,0.1142,0.5262,0.3439,0.031133,0.11014,0.00071592,0.1032
24.497,-0.69726,-2.4106,-1,0.01113,0.15144,0.39883,0.84854,0.21605,0.20394,0.11857,0.58776,0.27807,0.10797,0.023057,0.20649,0.1722,0.46354,0.22795,0.1048,0.21328,-0.055835,0.016285,0.077862,0.2193,0.088533,0.32666,0.17266,0.64248,0.62237,0.16362,0.44106,0.5325,0.40806,0.23458,0.06189,0.13236,0.59995,0.57071,0.72481,0.34966,1.2916,0.17078,1.0469,0.57679,0.95887,0.45281,0.38021,0.1733,0.095354,0.10437,0.024569,-0.0012008,0.043117,0.13686,0.055686,0.20095,0.090297,0.13279,-0.012807,0.17412,0.35974,0.015879,0.017181,-0.053429,0.058179,0.34115,0.27777,0.047343,0.081599,0.0056957,0.12531
24.667,-0.67857,-2.4057,-1,-0.0054956,0.16557,0.38966,0.68314,0.11201,0.14439,0.049556,0.65476,0.29401,0.15346,0.065114,0.29959,0.16118,0.536,0.17744,0.11925,0.1897,-0.077247,-0.0079247,0.038514,0.20431,0.023224,0.31184,0.17507,0.54614,0.59096,0.11404,0.35416,0.42675,0.43928,0.19841,0.057287,0.12359,0.41938,0.60864,0.8093,0.27475,1.2523,0.19178,1.2435,0.57458,0.78864,0.39471,0.34687,0.10952,0.071073,0.093347,-0.0012772,-0.039708,-0.0050866,0.10734,0.022262,0.26011,0.033035,0.068903,-0.026985,0.13859,0.25766,0.020292,0.035135,-0.046593,-0.050372,0.15609,0.18374,0.036445,0.05062,0.012927,0.1219
24.832,-0.67688,-2.4075,-1,-0.023934,0.14763,0.36095,0.59073,0.040039,0.072192,-0.010689,0.72176,0.27881,0.18422,0.10661,0.33897,0.1603,0.6148,0.12685,0.10653,0.13846,-0.086951,-0.024278,0.013923,0.17782,-0.022164,0.2522,0.18072,0.44981,0.52247,0.056048,0.28803,0.32101,0.50342,0.18964,0.039358,0.13105,0.36312,0.65343,0.82216,0.18875,1.1034,0.19655,1.3563,0.70082,0.79275,0.35838,0.31352,0.036465,0.03724,0.053071,-0.035079,-0.064244,-0.045262,0.061692,-0.010902,0.30597,-0.019575,0.036198,-0.046968,0.10006,0.07614,0.024705,0.11591,-0.035806,-0.13048,-0.019818,0.093297,0.037198,0.0045662,0.012173,0.10536
24.998,-0.68022,-2.4022,-1,-0.04056,0.14161,0.33715,0.55466,0.023608,0.011082,-0.04715,0.61592,0.20569,0.20632,0.14866,0.34407,0.15655,0.62086,0.097338,0.11116,0.087218,-0.07351,-0.032163,0.015798,0.14211,0.0030985,0.22274,0.19443,0.39133,0.44975,0.036628,0.2425,0.29503,0.56922,0.19901,0.036123,0.13709,0.30687,0.72013,0.66523,0.10275,1.0641,0.16004,1.4691,0.692,0.81472,0.36372,0.30389,-0.036585,0.011265,0.014017,-0.022774,-0.044821,0.0016659,0.032172,-0.025264,0.32047,-0.054792,0.02309,-0.054942,0.088554,-0.083914,0.027762,0.19558,0.00099689,-0.15863,-0.009105,0.033401,0.045361,-0.041487,0.013428,0.070056
25.163,-0.67702,-2.3932,-1,-0.040852,0.13571,0.31335,0.63584,0.03583,-0.011346,-0.031064,0.51743,0.17506,0.18388,0.20215,0.27318,0.1684,0.62691,0.14568,0.11578,0.095593,-0.032709,0.0038484,0.047003,0.1064,0.063228,0.25913,0.20626,0.37385,0.43273,0.03206,0.28586,0.33156,0.60204,0.21679,0.014344,0.13607,0.46456,0.76652,0.49566,0.078311,0.93748,0.12592,1.3504,0.61448,0.86006,0.37089,0.30879,-0.071137,0.0061462,-0.013183,0.01388,-0.0069927,0.051312,0.033152,-0.0012871,0.25779,-0.025169,0.040653,-0.012016,0.094718,-0.036501,0.038056,0.27157,0.048578,-0.13411,0.050012,0.04605,0.060354,-0.044356,0.010145,0.029875
25.333,-0.67998,-2.3944,-1,-0.032156,0.13234,0.32498,0.72634,0.11298,-0.0053344,-0.011607,0.3982,0.17737,0.12808,0.22873,0.17964,0.17816,0.59684,0.19617,0.124,0.11234,0.016988,0.045078,0.078207,0.11385,0.093943,0.32238,0.22639,0.44884,0.49176,0.080954,0.3537,0.36081,0.6021,0.21972,0.0091477,0.12448,0.61233,0.74316,0.32609,0.082886,0.81083,0.10569,1.2317,0.61025,0.85186,0.43458,0.31969,-0.05655,0.016991,-0.001135,0.066633,0.030836,0.10469,0.057735,0.039508,0.19511,0.02142,0.058215,0.035006,0.14722,0.11687,0.0035585,0.33097,0.08512,-0.084863,0.154,0.11393,0.079419,-0.026819,0.010007,-0.0031856
25.498,-0.67608,-2.3933,-1,-0.020703,0.11965,0.35219,0.81515,0.19013,0.029435,0.0059458,0.25351,0.15555,0.08559,0.20834,0.086095,0.19806,0.52279,0.24084,0.13779,0.1339,0.058432,0.074291,0.083812,0.12041,0.12154,0.3838,0.21759,0.54209,0.56128,0.1384,0.43432,0.39981,0.55371,0.23764,0.003951,0.10259,0.7601,0.55179,0.22773,0.1508,0.91202,0.10192,1.1936,0.57746,0.80969,0.47956,0.37096,0.0085341,0.044217,0.039269,0.093025,0.052681,0.14878,0.073674,0.086336,0.14646,0.068009,0.099042,0.089549,0.20433,0.3487,0.029561,0.31962,0.088672,0.06,0.25799,0.18315,0.098063,-0.0068373,0.0098684,-0.054923
25.664,-0.6766,-2.3977,-1,-0.0028595,0.11401,0.39829,0.85089,0.23496,0.070011,0.03104,0.12405,0.13058,0.05241,0.17121,0.041909,0.18021,0.43362,0.26625,0.13809,0.17506,0.082983,0.11626,0.081429,0.12491,0.12568,0.42656,0.21437,0.58248,0.63988,0.20028,0.51649,0.46121,0.47415,0.22818,0.035951,0.061332,0.8057,0.36784,0.23798,0.22894,1.1074,0.12037,1.3664,0.4162,0.61308,0.50279,0.41514,0.083854,0.091946,0.079534,0.12892,0.059101,0.18999,0.088499,0.1264,0.11124,0.11286,0.12369,0.1606,0.2469,0.58053,0.055564,0.28426,0.088733,0.22572,0.39893,0.25079,0.091126,0.022445,0.015464,-0.086504
25.834,-0.67889,-2.4056,-1,0.013171,0.10131,0.44314,0.88184,0.25087,0.11059,0.058253,0.18637,0.1948,0.027409,0.1326,0.02158,0.16009,0.42232,0.28834,0.12169,0.21621,0.09071,0.1442,0.11956,0.12438,0.08681,0.43868,0.19786,0.60948,0.72271,0.232,0.58205,0.49558,0.39854,0.23294,0.051829,0.029844,0.80571,0.23371,0.2753,0.30707,1.1094,0.14123,1.5392,0.34139,0.47036,0.53422,0.412,0.17218,0.12087,0.094228,0.14109,0.06112,0.16996,0.095537,0.16075,0.10733,0.15086,0.14833,0.22383,0.2611,0.7909,0.068908,0.22183,0.077235,0.34862,0.44276,0.29078,0.088508,0.051728,0.020719,-0.098147
25.999,-0.67176,-2.4073,1,0.00757,0.071253,0.48483,0.85439,0.23692,0.13794,0.069167,0.24938,0.21508,0.02189,0.084028,0.0042349,0.12108,0.39571,0.27205,0.11025,0.23616,0.068636,0.12825,0.16367,0.15808,0.034943,0.4075,0.19459,0.63297,0.77822,0.23767,0.53709,0.52995,0.33125,0.25414,0.10435,0.058135,0.5937,0.14862,0.44651,0.38172,0.94652,0.17448,1.7612,0.38351,0.45845,0.56381,0.38377,0.25822,0.13942,0.098311,0.11271,0.04691,0.14182,0.086636,0.14438,0.11455,0.15793,0.14599,0.24396,0.21901,0.75754,0.045409,0.15601,0.030327,0.38418,0.41693,0.31645,0.061954,0.047434,0.017159,-0.094794
26.164,-0.66439,-2.4154,1,-0.011588,0.042248,0.45446,0.76826,0.18795,0.1497,0.068457,0.31578,0.20242,0.016372,0.20307,-0.01311,0.074034,0.39658,0.23513,0.10344,0.23854,0.046562,0.10028,0.20779,0.20572,0.015288,0.35701,0.18301,0.56716,0.66532,0.21445,0.42889,0.54606,0.30866,0.2998,0.14875,0.11032,0.5125,0.22529,0.71478,0.44519,0.67165,0.19978,1.9341,0.44137,0.56165,0.52954,0.34005,0.31419,0.1344,0.071512,0.062238,0.020471,0.087875,0.065483,0.10804,0.12933,0.16399,0.13688,0.26109,0.13058,0.58642,0.014712,0.10542,-0.0055439,0.32878,0.30395,0.27316,0.046378,0.04314,0.0094581,-0.089846
26.331,-0.64911,-2.4198,1,-0.030746,0.028586,0.39167,0.68214,0.12195,0.13207,0.044792,0.37057,0.17097,0.013296,0.33751,0.0024521,0.053182,0.41756,0.20035,0.097683,0.2361,0.032741,0.085742,0.25945,0.26091,-0.0043444,0.28697,0.18473,0.47506,0.56654,0.17515,0.32068,0.56217,0.35282,0.32256,0.17746,0.15294,0.33962,0.34602,0.98127,0.4753,0.42925,0.22163,2.0265,0.59971,0.6758,0.48836,0.29416,0.30339,0.10485,0.047982,0.025716,-0.00018014,0.037481,0.051482,0.0717,0.14364,0.14101,0.11774,0.27069,0.059013,0.36316,0.0023275,0.054818,-0.038113,0.19984,0.19098,0.20468,0.031224,0.047362,0.0094602,-0.02651
