Time(s),x(mm),y(mm),behavior,Neuron 1,Neuron 2,Neuron 3,Neuron 4,Neuron 5,Neuron 6,Neuron 7,Neuron 8,Neuron 9,Neuron 10,Neuron 11,Neuron 12,Neuron 13,Neuron 14,Neuron 15,Neuron 16,Neuron 17,Neuron 18,Neuron 19,Neuron 20,Neuron 21,Neuron 22,Neuron 23,Neuron 24,Neuron 25,Neuron 26,Neuron 27,Neuron 28,Neuron 29,Neuron 30,Neuron 31,Neuron 32,Neuron 33,Neuron 34,Neuron 35,Neuron 36,Neuron 37,Neuron 38,Neuron 39,Neuron 40,Neuron 41,Neuron 42,Neuron 43,Neuron 44,Neuron 45,Neuron 46,Neuron 47,Neuron 48,Neuron 49,Neuron 50,Neuron 51,Neuron 52,Neuron 53,Neuron 54,Neuron 55,Neuron 56,Neuron 57
31.998,-3.1103,0.38037,1,0.28428,0.25733,-0.11571,0.64229,-0.030992,0.25892,-0.086451,0.069124,-0.051225,0.23692,0.43857,0.36914,-0.073733,-0.015045,0.073105,0.10807,0.22458,0.19053,0.070498,0.142,-0.042046,0.1901,-0.091883,-0.070295,-0.070295,-0.092602,0.11895,-0.16967,0.23285,-0.055051,0.45455,0.20071,0.33935,0.1138,0.39728,0.19811,-0.091371,-0.12822,0.46658,0.34738,0.34518,-0.18508,-0.24348,0.050683,-0.22245,0.88099,-0.035821,-0.035002,0.0083231,0.24599,0.12075,-0.029464,0.10644,0.34124,-0.021992,0.10128,2.831
32.166,-3.1156,0.36683,1,0.26632,0.2154,-0.1055,0.67774,-0.027759,0.27099,-0.027554,0.066171,-0.012532,0.18105,0.38118,0.3795,-0.10272,0.0052644,0.11796,0.16478,0.27672,0.13664,0.074494,0.1448,-0.0338,0.20998,-0.097167,-0.088165,-0.088165,-0.068746,0.17434,-0.084083,0.26323,0.0067274,0.52674,0.24283,0.37876,0.08968,0.39714,0.21365,-0.049957,-0.090463,0.45481,0.28712,0.31479,-0.15994,-0.27078,0.094109,-0.2214,0.71201,-0.030191,0.051729,0.020616,0.32127,0.07107,-0.024708,0.043785,0.3412,-0.033681,0.071672,2.8042
32.333,-3.1269,0.36735,1,0.33903,0.19215,-0.093933,0.67379,-0.058331,0.27237,0.042176,0.041462,0.024273,0.12877,0.34821,0.33867,-0.1317,0.01235,0.15426,0.15852,0.30645,0.065733,0.07808,0.11906,-0.042414,0.22549,-0.074508,-0.10603,-0.10603,-0.047336,0.15512,-0.080783,0.30833,0.12824,0.53676,0.24484,0.42073,0.066585,0.41011,0.20127,-0.036735,-0.033739,0.46012,0.22254,0.26516,-0.16601,-0.29428,0.11785,-0.22914,0.53464,-0.043175,0.10808,0.025705,0.3037,0.027388,0.036584,0.027176,0.33448,-0.0070616,0.044173,2.7775
32.498,-3.1334,0.36205,1,0.41173,0.19263,-0.047557,0.66909,-0.082122,0.26644,0.10037,0.027263,0.082803,0.051353,0.31239,0.23292,-0.15885,0.0099952,0.151,0.1258,0.32278,0.017353,0.072488,0.090781,-0.085974,0.22768,-0.051808,-0.076725,-0.076725,-0.031223,0.12525,-0.085143,0.30185,0.13498,0.57036,0.22142,0.45134,0.051568,0.42958,0.18888,-0.028083,0.014318,0.38214,0.15407,0.22282,-0.16857,-0.29979,0.1283,-0.23228,0.53835,-0.057805,0.18035,0.030794,0.28498,0.068851,0.12697,0.010568,0.31412,0.01964,0.0056078,2.746
32.663,-3.1533,0.35874,1,0.49654,0.29273,-0.035012,0.64533,-0.064662,0.25646,0.091749,0.035359,0.14094,0.10993,0.27657,0.12795,-0.17028,0.010183,0.14071,0.092406,0.31607,0.0020549,0.061116,0.081576,-0.11986,0.22503,-0.01598,-0.047412,-0.047412,-0.027632,0.10934,-0.07122,0.26759,0.12796,0.5312,0.22041,0.473,0.041005,0.48261,0.17085,-0.019432,0.024315,0.40623,0.11439,0.17282,-0.17112,-0.30785,0.13343,-0.22729,0.62094,-0.078065,0.22319,0.039289,0.21749,0.11986,0.18457,0.097893,0.30019,0.035945,-0.034482,2.6426
32.833,-3.1671,0.34714,1,0.51494,0.40158,-0.020338,0.61763,-0.047611,0.24994,0.060268,0.043454,0.20412,0.091707,0.31118,0.051851,-0.15208,0.010372,0.12075,0.059011,0.29997,0.014903,0.071242,0.10322,-0.16796,0.20971,0.048614,0.0029381,0.0029381,-0.036237,0.090336,-0.13655,0.1172,0.092714,0.50542,0.21089,0.50987,0.030442,0.49539,0.17125,-0.024001,0.0084294,0.3299,0.098312,0.13166,-0.17368,-0.28753,0.12178,-0.23352,0.6985,-0.088451,0.23911,0.05904,0.16662,0.19068,0.26434,0.19392,0.28542,0.04642,-0.081322,2.4089
32.999,-3.187,0.33784,1,0.50436,0.51042,0.040498,0.61472,-0.030561,0.24745,-0.017618,0.034335,0.2028,0.16203,0.33952,0.01256,-0.11539,0.018494,0.092397,0.038312,0.26802,0.06253,0.089004,0.13624,-0.20313,0.20393,0.090582,0.022153,0.022153,-0.04927,0.071335,-0.21805,0.11342,0.085381,0.47965,0.23844,0.49795,0.023776,0.5619,0.15969,-0.066234,-0.0074567,0.32368,0.15154,0.12122,-0.18044,-0.25498,0.11013,-0.24205,0.79461,-0.10092,0.17401,0.066657,0.21458,0.2615,0.32037,0.28994,0.27492,0.076794,-0.082173,2.1837
33.164,-3.223,0.32564,1,0.39916,0.57812,0.12506,0.58029,0.0033574,0.25999,-0.095505,0.046972,0.2141,0.18944,0.33908,0.024462,-0.09543,0.016524,0.047808,0.049109,0.24302,0.10445,0.10851,0.16995,-0.23099,0.21284,0.10899,0.020752,0.020752,-0.060267,0.10499,-0.21593,0.091131,-0.033461,0.40863,0.21779,0.46301,0.057377,0.58162,0.18934,-0.09603,-0.04231,0.30036,0.18834,0.13728,-0.17253,-0.19836,0.085009,-0.23796,0.92537,-0.093125,0.14225,0.07035,0.26255,0.35405,0.29701,0.30032,0.2741,0.046498,-0.062536,1.962
33.334,-3.2481,0.33575,1,0.28505,0.63445,0.17482,0.526,0.036743,0.27254,-0.14969,0.043386,0.20059,0.25393,0.33281,0.081735,-0.077374,0.0045266,0.041731,0.083343,0.21054,0.12384,0.12626,0.2062,-0.23228,0.2249,0.12297,0.0049952,0.0049952,-0.069846,0.13865,-0.20867,0.12422,-0.026421,0.36906,0.23515,0.41086,0.10704,0.59482,0.19956,-0.12126,-0.072732,0.33123,0.22513,0.16712,-0.17348,-0.1321,0.064709,-0.23284,0.84041,-0.085332,0.09457,0.074041,0.21919,0.38895,0.19001,0.31638,0.26783,0.0091655,-0.031879,1.9104
33.499,-3.2663,0.34889,1,0.13979,0.53903,0.20886,0.47348,0.017872,0.27753,-0.16333,0.025552,0.1856,0.19312,0.28397,0.11096,-0.062662,-0.01478,0.035654,0.074174,0.17996,0.15998,0.12626,0.23947,-0.22437,0.22502,0.10861,-0.003097,-0.003097,-0.068435,0.15139,-0.16056,0.11874,-0.083314,0.29248,0.24332,0.33485,0.13619,0.53559,0.21114,-0.13507,-0.076869,0.26613,0.2706,0.20461,-0.14067,-0.071366,0.029943,-0.23586,0.71153,-0.078765,0.079411,0.068872,0.22575,0.39567,0.10007,0.22283,0.27135,-0.022117,-0.018143,1.9232
33.665,-3.2808,0.35664,1,0.053508,0.40949,0.1946,0.44171,-0.011006,0.26613,-0.17982,-0.0086418,0.12608,0.25499,0.23513,0.11132,-0.062872,-0.014443,0.027798,0.061785,0.14938,0.19182,0.11891,0.24443,-0.20031,0.22228,0.062224,-0.016044,-0.016044,-0.061155,0.17562,-0.11245,0.14061,-0.1045,0.23011,0.26001,0.21349,0.15496,0.50925,0.20261,-0.12462,-0.055122,0.34262,0.30058,0.23859,-0.10786,-0.061529,-0.0043364,-0.23887,0.59152,-0.10888,0.064252,0.047735,0.24692,0.39595,-0.014976,0.10561,0.27643,-0.03924,0.012208,2.0746
33.825,-3.2853,0.35584,1,0.00070346,0.28044,0.15997,0.45415,-0.039482,0.25069,-0.17339,0.01907,0.055195,0.26692,0.18283,0.12892,-0.063082,-0.0020828,0.023205,0.041994,0.15536,0.19176,0.11863,0.21876,-0.16363,0.20549,0.018805,-0.057932,-0.057932,-0.066193,0.21906,-0.06948,0.10465,-0.15122,0.15206,0.2391,0.21483,0.15265,0.43768,0.20741,-0.073096,-0.04272,0.3773,0.33056,0.25859,-0.064619,-0.048506,-0.025542,-0.22931,0.54651,-0.13205,0.093625,0.043618,0.17021,0.39623,-0.10335,-0.011608,0.28491,-0.093231,0.042558,2.226
34,-3.2895,0.35864,1,-0.024854,0.17385,0.10186,0.50054,-0.05241,0.24287,-0.16633,0.022184,-0.015686,0.32176,0.13489,0.14652,-0.056736,0.020371,0.021427,0.02613,0.19203,0.19741,0.13104,0.1924,-0.1354,0.19278,-0.037467,-0.079205,-0.079205,-0.073079,0.23055,-0.026509,0.10462,-0.13879,0.11926,0.26639,0.21975,0.14227,0.455,0.20674,0.013612,-0.032788,0.42908,0.36014,0.25409,-0.0201,-0.070159,-0.0058871,-0.21803,0.44922,-0.12708,0.07273,0.04818,0.099382,0.35072,-0.11353,-0.0089355,0.2978,-0.12732,0.052422,2.3741
34.165,-3.3019,0.37709,1,-0.016523,0.082744,0.043742,0.54693,-0.00074896,0.2355,-0.11004,0.019764,-0.058026,0.25049,0.1425,0.11043,-0.050389,0.044051,0.0074094,0.033972,0.23617,0.25157,0.14345,0.19717,-0.1602,0.19518,-0.088566,-0.0945,-0.0945,-0.072348,0.23441,0.045255,0.049203,-0.12436,0.11673,0.24824,0.24187,0.1727,0.47232,0.2255,0.13081,-0.024816,0.4211,0.36391,0.21015,0.023138,-0.11136,0.014007,-0.13134,0.31726,-0.12212,0.079094,0.073808,0.14588,0.29044,-0.040073,0.040014,0.32581,-0.14236,0.044768,2.3594
34.331,-3.3073,0.37483,1,0.036149,0.064117,-0.0021808,0.56116,-0.050766,0.24305,-0.053743,0.00098424,-0.016857,0.20633,0.32945,0.095064,-0.095706,0.048418,-0.016603,0.070759,0.26274,0.26817,0.10355,0.20492,-0.1942,0.2115,-0.11916,-0.11041,-0.11041,-0.064817,0.23802,0.057885,0.041086,-0.0017869,0.13815,0.23892,0.30578,0.21918,0.47128,0.226,0.2061,-0.020995,0.39848,0.29975,0.16268,-0.000795,-0.17454,0.041564,-0.044656,0.22921,-0.12115,0.052941,0.10744,0.20683,0.25117,0.019395,0.094644,0.31265,-0.10955,0.037963,2.1854
34.496,-3.2975,0.37445,1,0.17998,0.07744,0.028592,0.55858,-0.084499,0.26227,-0.0095746,0.014868,0.067545,0.13158,0.42976,0.079694,-0.13003,0.03314,-0.038838,0.060377,0.25606,0.20721,0.07101,0.20963,-0.20086,0.22878,-0.12684,-0.12589,-0.12589,-0.057286,0.20526,0.028845,0.005618,0.040871,0.18591,0.20666,0.32728,0.18317,0.47758,0.21555,0.1879,-0.012409,0.34736,0.19649,0.11814,-0.041273,-0.20714,0.060535,-0.050501,0.21673,-0.11195,0.033587,0.1581,0.25318,0.23028,0.14409,0.13629,0.29877,-0.031331,0.008916,2.0112
34.666,-3.2961,0.38606,1,0.38626,0.1303,0.059364,0.55967,-0.11863,0.27871,0.034594,0.046139,0.15331,0.15986,0.57529,0.031189,-0.16435,0.033274,-0.039583,0.046775,0.22865,0.17815,0.073791,0.18949,-0.21885,0.24482,-0.12414,-0.07207,-0.07207,-0.041734,0.15329,0.001866,0.007458,0.13714,0.2821,0.19544,0.345,0.16824,0.49771,0.20178,0.15004,0.031106,0.31736,0.093228,0.076193,-0.091226,-0.22264,0.066431,-0.067294,0.25369,-0.10316,0.014233,0.15431,0.29953,0.21024,0.24212,0.16717,0.28793,0.063851,-0.024819,1.942
34.832,-3.2851,0.37162,1,0.59254,0.24965,0.084121,0.55871,-0.049072,0.27226,0.083099,0.10201,0.23817,0.091955,0.68531,-0.017316,-0.1853,0.035604,-0.025058,0.021308,0.19145,0.16491,0.062143,0.16934,-0.23289,0.23999,-0.097173,-0.018254,-0.018254,-0.026676,0.12454,-0.033382,0.028749,0.1674,0.37828,0.16521,0.3605,0.12324,0.48088,0.17256,0.072689,0.077093,0.27286,0.046069,0.034761,-0.14102,-0.22712,0.073669,-0.094279,0.33404,-0.12209,0.041661,0.14577,0.28533,0.21106,0.27659,0.17015,0.27267,0.13131,-0.06179,1.8824
34.997,-3.2797,0.35,1,0.63461,0.36936,0.10478,0.55775,-0.043567,0.26536,0.070219,0.15424,0.30443,0.18069,0.71355,-0.030057,-0.19913,0.035979,0.0080454,-0.027865,0.15937,0.10316,0.040743,0.11806,-0.20519,0.23022,-0.053919,0.021227,0.021227,-0.026821,0.10947,-0.094295,0.10067,0.1453,0.43335,0.16944,0.376,0.050434,0.47746,0.13789,-0.03515,0.075678,0.24022,0.040201,0.023272,-0.16743,-0.21876,0.080906,-0.18749,0.48372,-0.13116,0.04183,0.12251,0.2355,0.22665,0.31106,0.12116,0.25158,0.18455,-0.10208,1.8228
35.163,-3.2977,0.32422,1,0.64604,0.48243,0.12953,0.56497,0.032882,0.25771,0.054675,0.19298,0.28904,0.20277,0.58592,-0.035471,-0.16118,0.055753,0.051144,-0.077039,0.13591,0.042694,0.073671,0.071541,-0.1843,0.22045,-0.010666,0.050066,0.050066,-0.035851,0.11184,-0.1694,0.16127,0.039788,0.40083,0.14425,0.37102,-0.026511,0.5172,0.14086,-0.13173,0.04775,0.23839,0.075389,0.0179,-0.18382,-0.20126,0.093011,-0.29239,0.7722,-0.135,0.041999,0.092814,0.18083,0.24556,0.34202,0.072176,0.2464,0.19649,-0.12629,1.8782
35.332,-3.3215,0.29785,1,0.52919,0.55596,0.12578,0.53489,0.084899,0.26368,0.048887,0.19718,0.24163,0.25591,0.5243,-0.0093393,-0.13776,0.067024,0.094242,-0.034855,0.14555,0.055875,0.11349,0.009303,-0.2069,0.21774,0.049991,0.073494,0.073494,-0.052686,0.1219,-0.18672,0.18761,0.017688,0.35195,0.14199,0.38032,0.0074663,0.5339,0.15614,-0.11316,-0.0053404,0.37316,0.15345,0.018428,-0.18639,-0.19963,0.10332,-0.29326,0.98569,-0.092173,0.11354,0.063121,0.11843,0.25686,0.33443,0.054713,0.24121,0.13627,-0.13711,1.9152
35.499,-3.3432,0.30056,1,0.39684,0.57727,0.12202,0.46813,0.14174,0.27243,0.0512,0.17375,0.20175,0.16652,0.39248,0.0042834,-0.11051,0.067109,0.087136,0.011027,0.1552,0.062399,0.11064,0.010484,-0.22773,0.21906,0.091394,0.033134,0.033134,-0.059459,0.15683,-0.20798,0.18244,-0.081749,0.27882,0.11976,0.31918,0.045134,0.51771,0.18047,-0.1027,-0.063979,0.50793,0.24784,0.028792,-0.19397,-0.21509,0.098921,-0.29345,1.0685,-0.087113,0.10042,0.069824,0.056035,0.28108,0.3257,0.048016,0.23225,0.10891,-0.13499,1.8471
35.663,-3.3506,0.31437,1,0.26448,0.52663,0.12404,0.40098,0.096275,0.2998,0.064438,0.15032,0.15434,0.21967,0.29616,0.04779,-0.076725,0.056303,0.078184,0.051996,0.14409,0.05311,0.10108,0.011665,-0.21539,0.22964,0.11699,-0.032009,-0.032009,-0.073857,0.13795,-0.19779,0.19883,-0.077917,0.26597,0.11653,0.28849,0.10692,0.48916,0.20284,-0.086563,-0.12525,0.61904,0.30728,0.067665,-0.1967,-0.22955,0.07104,-0.27368,1.1179,-0.082472,0.093926,0.07041,0.04208,0.30252,0.31521,0.039379,0.22426,0.10773,-0.12963,1.7988
35.833,-3.3399,0.32461,1,0.27307,0.4319,0.13371,0.35584,0.065413,0.29642,0.077677,0.13052,0.12985,0.12871,0.26312,0.07247,-0.050055,0.025886,0.063899,0.091204,0.1208,0.043821,0.10127,0.057862,-0.18711,0.24022,0.11589,-0.088793,-0.088793,-0.091449,0.15505,-0.20014,0.18392,-0.10616,0.28947,0.094304,0.22713,0.12453,0.44718,0.20615,-0.070425,-0.13896,0.73757,0.31953,0.12087,-0.2129,-0.2451,0.034286,-0.26226,1.1672,-0.08769,0.078525,0.070778,0.037749,0.32396,0.30286,0.037611,0.2221,0.10873,-0.0736,1.8797
36,-3.3283,0.3303,1,0.28773,0.34381,0.14667,0.34329,0.076291,0.31114,0.074829,0.13218,0.11011,0.22402,0.27875,0.09715,-0.037154,-0.0080785,0.049613,0.12792,0.10264,0.037191,0.10215,0.10389,-0.152,0.24902,0.10433,-0.13537,-0.13537,-0.11663,0.11879,-0.17726,0.17124,-0.1112,0.37661,0.10766,0.19668,0.14203,0.41225,0.18873,-0.042392,-0.12501,0.82529,0.31606,0.17149,-0.20572,-0.25955,-0.0048049,-0.24099,1.0837,-0.067664,0.063124,0.066065,0.046073,0.31743,0.26408,0.09347,0.22574,0.087334,-0.01757,2.0199
36.165,-3.334,0.34742,1,0.34694,0.2887,0.15761,0.35372,0.086043,0.28849,0.080082,0.13914,0.13233,0.15334,0.315,0.090284,-0.027988,-0.030078,0.027088,0.12367,0.092478,0.034479,0.099653,0.1701,-0.15002,0.25267,0.075369,-0.15638,-0.15638,-0.12161,0.13264,-0.18154,0.19058,-0.1296,0.40405,0.11012,0.19228,0.14148,0.40035,0.16886,-0.041483,-0.090672,0.74179,0.29623,0.22581,-0.19581,-0.24639,-0.035802,-0.22346,1.0001,-0.080605,-0.03045,0.061352,0.089748,0.29953,0.2253,0.15446,0.22447,0.097786,0.010486,2.1256
36.334,-3.3422,0.3589,1,0.35582,0.23434,0.13969,0.38173,0.090969,0.26584,0.086238,0.095231,0.13708,0.25727,0.45533,0.084727,-0.022651,-0.050554,0.01723,0.11803,0.092129,0.038424,0.093639,0.20976,-0.14982,0.25354,0.088965,-0.14126,-0.14126,-0.12812,0.11004,-0.16322,0.22941,-0.061765,0.38883,0.1258,0.22041,0.14788,0.40897,0.1629,-0.035541,-0.095094,0.59569,0.30194,0.26571,-0.19533,-0.23003,-0.0521,-0.22152,0.99349,-0.072945,-0.065301,0.05242,0.14543,0.26772,0.18766,0.15838,0.22052,0.075391,0.025444,2.2313
36.499,-3.3512,0.36959,1,0.38724,0.18544,0.10581,0.40068,0.091596,0.2213,0.095,0.051319,0.12233,0.25104,0.53889,0.049286,-0.016912,-0.041791,-0.010777,0.12627,0.1037,0.041047,0.097847,0.23702,-0.13518,0.25243,0.10256,-0.11406,-0.11406,-0.13398,0.14862,-0.19267,0.1954,-0.040876,0.30663,0.14148,0.22032,0.13915,0.42482,0.13507,-0.029598,-0.1106,0.44766,0.25845,0.28193,-0.19917,-0.20691,-0.059011,-0.24412,0.95994,-0.065284,-0.10417,0.049606,0.22047,0.23001,0.13525,0.16582,0.21327,0.062047,0.045243,2.3165
36.665,-3.3506,0.39139,1,0.42553,0.17991,0.068375,0.40668,0.06355,0.2075,0.124,0.036818,0.08528,0.37927,0.58106,0.050595,-0.011173,-0.010551,-0.039788,0.14696,0.1415,0.031003,0.11072,0.16085,-0.12401,0.25132,0.11424,-0.088172,-0.088172,-0.13016,0.14516,-0.19327,0.19333,0.012704,0.20608,0.17091,0.27058,0.12135,0.45299,0.098019,-0.05017,-0.12873,0.32301,0.27945,0.2837,-0.21291,-0.20372,-0.043775,-0.26855,0.86105,-0.089913,-0.1479,0.058308,0.29551,0.18478,0.084697,0.16807,0.21378,0.070527,0.021408,2.2757
36.83,-3.3704,0.42023,1,0.49886,0.18564,0.02771,0.39746,0.022006,0.18596,0.18713,0.014351,0.043486,0.3241,0.56215,0.053626,-0.022834,0.029659,-0.050546,0.18135,0.20562,0.0096146,0.1229,0.080094,-0.11197,0.25477,0.13637,-0.074105,-0.074105,-0.12525,0.20464,-0.19744,0.12745,0.043749,0.10552,0.18601,0.29248,0.095532,0.47412,0.060965,-0.063403,-0.12253,0.21398,0.26765,0.28325,-0.21958,-0.19176,-0.020484,-0.28416,0.71015,-0.10346,-0.1852,0.070703,0.32869,0.1642,0.066663,0.12802,0.20653,0.10106,0.02092,2.2788
37,-3.3781,0.43571,1,0.6058,0.19137,-0.0088863,0.4444,-0.030996,0.19422,0.26636,-0.0095999,0.0001265,0.46882,0.54324,0.056657,-0.054434,0.064098,-0.047155,0.21575,0.26189,-0.014045,0.11619,0.010907,-0.066789,0.27236,0.16651,-0.094309,-0.094309,-0.10948,0.23118,-0.17391,0.22311,0.087485,0.078422,0.21202,0.34436,0.081974,0.51981,0.094161,-0.093065,-0.11605,0.13747,0.24721,0.23337,-0.22624,-0.21067,0.012438,-0.30752,0.60538,-0.11494,-0.2225,0.10397,0.28241,0.14409,0.07349,0.11276,0.19254,0.1543,0.024042,2.3349
37.165,-3.4044,0.4537,1,0.71623,0.20855,-0.012635,0.48534,-0.062864,0.21407,0.35347,0.0053808,0.012969,0.48678,0.46164,0.058379,-0.086034,0.089244,-0.034866,0.19777,0.29715,-0.037704,0.113,-0.048322,-0.027529,0.28995,0.16297,-0.11352,-0.11352,-0.093717,0.27056,-0.16312,0.34458,0.071174,0.10187,0.22827,0.33768,0.064453,0.5374,0.1106,-0.11721,-0.078339,0.12356,0.17246,0.20976,-0.22109,-0.23278,0.060321,-0.31251,0.62278,-0.10076,-0.2265,0.15191,0.22411,0.11391,0.090029,0.12977,0.17855,0.19284,0.0041981,2.2646
37.332,-3.4369,0.4752,1,0.80412,0.23994,0.0083616,0.53534,-0.085771,0.25256,0.42208,0.028223,0.053764,0.57374,0.43682,0.023396,-0.11579,0.093111,-0.0032912,0.1696,0.32414,-0.051969,0.13194,-0.095154,-0.054035,0.29673,0.093449,-0.1011,-0.1011,-0.070637,0.27232,-0.11442,0.51734,0.075264,0.13201,0.24452,0.34764,0.049152,0.57722,0.14467,-0.14135,-0.026914,0.19948,0.15936,0.17464,-0.21665,-0.25393,0.099676,-0.30274,0.67476,-0.060026,-0.21802,0.19985,0.15269,0.07971,0.17358,0.17157,0.17732,0.22388,-0.020487,2.1853
37.496,-3.4659,0.50146,1,0.78938,0.26541,0.03909,0.53525,-0.077644,0.29104,0.38043,0.04604,0.083812,0.5917,0.39478,0.028402,-0.12961,0.090848,0.035611,0.11378,0.32856,-0.053568,0.14221,-0.039807,-0.10589,0.30002,0.035472,-0.07607,-0.07607,-0.049962,0.28106,-0.019229,0.58053,0.098132,0.14008,0.24306,0.31385,0.058053,0.5825,0.21551,-0.14867,0.0069061,0.27979,0.12122,0.13964,-0.20031,-0.25375,0.11605,-0.279,0.73671,0.012996,-0.17372,0.20338,0.05403,0.051702,0.2619,0.19231,0.16832,0.18366,-0.053192,2.1028
37.661,-3.4856,0.52384,1,0.72141,0.26662,0.076458,0.50022,-0.024946,0.32265,0.32341,0.13588,0.10593,0.68736,0.38425,-0.0083026,-0.10253,0.06711,0.05626,0.035735,0.29581,-0.03851,0.12804,0.01554,-0.15863,0.30402,0.02528,-0.057142,-0.057142,-0.038986,0.25606,0.068489,0.70531,0.052069,0.1442,0.21258,0.30413,0.093693,0.61739,0.28634,-0.14618,-0.0044712,0.34008,0.1218,0.10686,-0.19105,-0.23716,0.12351,-0.26225,0.83623,0.049046,-0.009415,0.17283,0.011657,0.023694,0.34349,0.19772,0.16709,0.13352,-0.10348,2.004
37.826,-3.5183,0.53353,1,0.61982,0.26678,0.10976,0.42333,0.048886,0.3332,0.21009,0.24014,0.10968,0.57004,0.37386,-0.0050184,-0.044875,0.061647,0.06257,-0.042308,0.26305,-0.034353,0.12924,0.04574,-0.18121,0.29683,0.049615,-0.043883,-0.043883,-0.05454,0.22147,0.078776,0.65894,-0.0085542,0.13456,0.18156,0.24247,0.11707,0.5784,0.29042,-0.11391,-0.024958,0.3754,0.14869,0.12309,-0.19795,-0.21046,0.11943,-0.25374,0.87469,0.082458,0.028446,0.12141,-0.017585,0.0089462,0.40023,0.1256,0.17631,0.061321,-0.12344,1.871
37.999,-3.5595,0.52881,1,0.50169,0.22965,0.11276,0.36503,0.092637,0.33597,0.13442,0.28664,0.06286,0.55153,0.39423,-0.020306,0.0052602,0.048012,0.062606,-0.069645,0.25007,-0.0085341,0.12384,0.069192,-0.19787,0.28964,0.031421,-0.044315,-0.044315,-0.070203,0.18036,0.0651,0.52316,-0.071646,0.10855,0.14857,0.23486,0.12989,0.57946,0.29025,-0.081645,-0.074785,0.35834,0.18804,0.1257,-0.20221,-0.18376,0.099392,-0.2505,0.79582,0.068836,0.13427,0.070364,-0.015821,0.020783,0.45318,0.078268,0.19647,0.014756,-0.11503,1.8643
38.167,-3.5983,0.53776,1,0.38357,0.17832,0.082181,0.30792,0.12782,0.33144,0.036537,0.29897,0.010507,0.47568,0.37715,0.049638,0.04337,0.049474,0.064913,-0.096981,0.24587,0.0092131,0.10178,0.092643,-0.18868,0.29258,0.050699,-0.050703,-0.050703,-0.085703,0.17078,0.012499,0.34857,-0.15371,0.081611,0.11908,0.20244,0.1389,0.55828,0.29687,-0.068103,-0.12461,0.28413,0.23064,0.1345,-0.19163,-0.1662,0.074793,-0.25104,0.71947,0.028668,0.23161,0.046415,-0.036319,0.033157,0.42552,0.046027,0.20622,-0.031808,-0.09647,1.8515
38.332,-3.6044,0.56967,1,0.37683,0.11861,0.041869,0.30402,0.14994,0.32692,0.050881,0.28691,-0.017257,0.40535,0.41474,0.087777,0.049765,0.042035,0.061844,-0.10735,0.25622,0.034315,0.079722,0.07074,-0.14264,0.29979,0.069977,-0.06003,-0.06003,-0.096978,0.16089,-0.085582,0.27106,-0.2014,0.095079,0.13034,0.20003,0.1495,0.58251,0.28225,-0.047386,-0.15683,0.20551,0.26548,0.1433,-0.18593,-0.15933,0.059898,-0.26177,0.6985,0.072212,0.31179,0.058348,-0.0073263,0.056242,0.3931,0.038891,0.21596,-0.032175,-0.057009,1.8387
38.499,-3.6055,0.59128,1,0.43919,0.086854,-0.0023535,0.353,0.13708,0.31219,0.062811,0.20283,-0.025589,0.3211,0.46457,0.1659,0.03394,0.061605,0.058775,-0.079218,0.27744,0.050161,0.10703,0.048838,-0.087225,0.31118,0.074962,-0.048744,-0.048744,-0.099649,0.15798,-0.15666,0.22409,-0.15324,0.11249,0.14132,0.1903,0.14404,0.57713,0.28268,-0.033967,-0.16991,0.15141,0.2852,0.14541,-0.18725,-0.16589,0.058094,-0.28178,0.68144,0.1164,0.26552,0.10436,0.0056761,0.096655,0.36069,0.039558,0.22479,-0.029115,-0.039317,1.8549
38.663,-3.6069,0.60932,1,0.50156,0.056158,0.016237,0.40199,0.13766,0.31247,0.11565,0.14446,0.018417,0.38745,0.51427,0.20404,0.002056,0.051218,0.061216,-0.035997,0.28955,0.073072,0.13435,0.071788,-0.061971,0.31964,0.048416,-0.015301,-0.015301,-0.1011,0.16372,-0.16083,0.19479,-0.10322,0.16277,0.15283,0.20463,0.14196,0.61036,0.26775,-0.048606,-0.16686,0.15148,0.26271,0.13894,-0.1594,-0.18467,0.06049,-0.29356,0.6348,0.089807,0.35231,0.14479,0.057393,0.13038,0.3806,0.10968,0.22684,-0.026055,-0.037382,1.9313
38.833,-3.6037,0.63222,1,0.49087,0.092452,0.061137,0.3741,0.13687,0.32003,0.11324,0.14387,0.080719,0.35352,0.49453,0.25841,-0.022308,0.048269,0.060898,0.0082015,0.25601,0.061411,0.15901,0.12561,-0.09225,0.31099,0.0644,0.018143,0.018143,-0.10244,0.17087,-0.12769,0.27675,-0.060662,0.22889,0.15625,0.19458,0.11665,0.61969,0.26714,-0.063244,-0.12518,0.20391,0.23599,0.13755,-0.11603,-0.20345,0.04121,-0.30284,0.63266,0.095706,0.26566,0.16839,0.071815,0.14004,0.39459,0.25054,0.20895,-0.004401,-0.036011,1.9962
